Language Code,Language Name,Sphere,ID,YouTubeURL,,,,transcript,Q1,Q2,Q3,Q4,CallToAction,
ENG,English,COM,COM-13,https://youtu.be/i1vSr0AzIao,,,,,Why is it important to model our communication on Jesus’ approach?,What strategies can be implemented in modern media to incorporate Jesus' communication principles effectively?,,,What changes are you compelled to make after today's session?,
ENG,English,COM,COM-14,https://youtu.be/oXtyvPZ_Ggc,,,,,"Why is it important to first align our thoughts with God's, to be effective communicators? ","What would it look like for media professionals to align their communication with God's by listening, imitating, and confessing in agreement with His perspective?",,,"After absorbing today's information, what will you endeavor to do?",
ENG,English,COM,COM-15,https://youtu.be/95pLsLzjSDY,,,,,Why is truth better received when it is spoken in love?,What outcomes can be expected when media professionals commit to reporting and storytelling with truth in love?,,,How will today's discoveries fuel your actions?,
ENG,English,COM,COM-16,https://youtu.be/kjZesvxliFU,,,,,Why does grace act as a bridge in good communication?,"What are practical ways media profesionals can comunicate ""seasoned with grace"" while still addressing problems?",,,In what way will you turn today's learning into practical steps?,
ENG,English,COM,COM-17,https://youtu.be/YoxDnfinW_w,,,,,"Why is it important to focus our words on building up, strengthening, promoting growth, and offering hope?",What impact could it have on society when the media industry focuses on building up individuals and communities?,,,"Based on today's insights, what will you pledge to do?",
ENG,English,COM,COM-18,https://youtu.be/7KxECh5SNcY,,,,,Why is encouragement a vital aspect of the communication sphere?,What might change if we championed people and the potential of society?,,,How are you planning to respond to today's lessons in action?,
ENG,English,COM,COM-19,https://youtu.be/ArQSj44h4Og,,,,,Why does Scripture place so much emphasis on taming our tongue?,What are practical ways we can equip people to know how to use self control and discernment in digital media?,,,What is your next step after today's educational journey?,
ENG,English,COM,COM-20,https://youtu.be/4WvJRKpFSig,,,,,Why is learning to listen well so important in wise communication?,What societal changes can be achieved when media content is influenced by godly advice and wisdom?,,,How will you activate the knowledge gained today?,
ENG,English,COM,COM-21,https://youtu.be/2UYfA0gdmBU,,,,,Why should the fear of the Lord be fundamental in shaping our communication approach?        ,What differences can be observed in media that has been created with the fear of the Lord?,,,What specific action will you take as a result of today's learning?,
ENG,English,COM,COM-22,https://youtu.be/2L0H2TkKwmg,,,,,Why is being true to our words an important foundation in building healthy relationships?,What are the long-term effects on society when media is rooted in truth and transparency?,,,"In light of today's findings, what practical change will you make?",
ENG,English,COM,COM-CAT-4,https://youtu.be/KAE9ZuCZ--A,,,,,,,,,,
ENG,English,COM,COM-23,https://youtu.be/yez3UXGbBr8,,,,,Why does misrepresenting God's character affect society?,What role does media play in shaping the public  knowledge of God?,,,What new habit will you start as a result of today's knowledge?,
ENG,English,COM,COM-24,https://youtu.be/7ySuWbKF39A,,,,,Why is truthfulness about others essential in all forms of communication?,What role does media play in shaping the public perception of individuals?,,,"After today's revelations, what will you commit to changing?",
ENG,English,COM,COM-25,https://youtu.be/EukRjAts_zQ,,,,,Why should we be cautious about the advice we accept and its sources?,What are ways that media profesionals can ensure their communication is a source of righteous advice for society? ,,,What personal goal will you set based on today's learning?,
ENG,English,COM,COM-26,https://youtu.be/voMQ5VypTz8,,,,,Why does gossip violate trust and dignity?,What changes are needed to limit the spread of gossip and slander in the digital media era?  ,,,How will today's educational content inspire your future actions?,
ENG,English,COM,COM-27,https://youtu.be/YeQVhS136zU,,,,,Why is healthy debate and dialogue critical for the development of a healthy society?,What strategies can be employed to navigate contentious topics without resorting to arguments?,,,What will you do today to reflect the insights gained?,
ENG,English,COM,COM-28,https://youtu.be/KpuOS6bPgII,,,,,Why is it important for media content to focus on solutions and constructive criticism rather than dwelling on complaints?,"What impact does it have on society when it's citizens foster gratefulness?

",,,How do you plan to implement today's lessons in your daily life?,
ENG,English,COM,COM-29,https://youtu.be/Zz1mVqwC8rA,,,,,Why is it important for public figures to lead by example in avoiding slander and mockery?,What policies can be implemented by media organizations to safeguard against slanderous or mocking content?,,,What strategy will you develop from today's learning?,
ENG,English,COM,COM-30,https://youtu.be/DYkCIRpLtj4,,,,,Why is humility important in the way we communicate?,What society benefits come from humility in media orginizations?,,,How will the knowledge acquired today shape your actions tomorrow?,
ENG,English,COM,COM-CAT-5,https://youtu.be/jU7uXaEtn18,,,,,,,,,,
ENG,English,COM,COM-31,https://youtu.be/YelWZAlLcnE,,,,,Why is attentiveness to God a crucial element to biblical communication?,What are practical ways listening to God could be implimenmted in a media professionals work and decision-making?,,,What initiative are you compelled to begin after today's session?,
ENG,English,COM,COM-32,https://youtu.be/tss8diHmA6E,,,,,Why is it important to speak out about our faith and God’s truth?,What role does speaking as God does play in combating misinformation and fake news?,,,"After today's learning, what will you pledge to improve?",
ENG,English,COM,COM-33,https://youtu.be/UQzoqh2HcxE,,,,,Why is prayer and revelation from God a key asset for content creators and journalists?,In what ways does awareness of God's desire to reveals his plans to us encourage a culture of research and investigation in journalism?,,,How will you act on the insights you've gained today?,
ENG,English,COM,COM-34,https://youtu.be/oFSCz1ISNNM,,,,,,,,,What steps will you take to incorporate today's wisdom into your life?,
ENG,English,COM,COM-35,https://youtu.be/LDPwhe-zpHQ,,,,,Why does God’s faithfulness to communicate inspire confidence in our professional pursuits?,What steps can we take to strengthen our trust in God’s timing and answers to our prayers?,,,In what way will today's knowledge prompt you to action?,
ENG,English,COM,COM-36,https://youtu.be/dHSxtIh4gcY,,,,,,,,,What are you inspired to achieve after today's session?,
ENG,English,COM,COM-CAT-6,https://youtu.be/2QI9Iz9A1Xo,,,,,,,,,,
ENG,English,COM,COM-37,https://youtu.be/kdiW3oHb27E,,,,,,,,,What transformative action will you undertake following today's insights?,
ENG,English,COM,COM-38,https://youtu.be/-5YACb-MJY0,,,,,,,,,"Based on today's session, what constructive change will you initiate?",
ENG,English,COM,COM-39,https://youtu.be/2dQZ9YWiWPc,,,,,,,,,How will the lessons from today spur you into meaningful action?,
ENG,English,COM,COM-40,https://youtu.be/KbH7VQ3P2gg,,,,,,,,,How will this lesson shape your personal growth?,
ENG,English,COM,COM-41,https://youtu.be/6Qxvc3LDKCg,,,,,,,,,How can this lesson positively impact others through you?,
ENG,English,COM,COM-42,https://youtu.be/3-2h4XqVot0,,,,,,,,,How will you adjust your mindset and beliefs based on this?,
ENG,English,COM,COM-43,https://youtu.be/inCeUcBhhFk,,,,,,,,,What step will you take today based on your new insights?,
ENG,English,COM,COM-44,https://youtu.be/NBPB76yQ03Q,,,,,,,,,How will you apply today's knowledge in your life?,
ENG,English,COM,COM-45,https://youtu.be/cteb-8XdNjs,,,,,,,,,What change are you motivated to make after today's discoveries?,
ENG,English,COM,COM-46,https://youtu.be/AQfKenyHtK8,,,,,,,,,What will be your first action after learning this?,
ENG,English,COM,COM-CAT-7,https://youtu.be/7T55EvxIbaQ,,,,,,,,,,
ENG,English,COM,COM-47,https://youtu.be/Y1R2835hX-s,,,,,,,,,"In light of today's lessons, what will you do differently?",
ENG,English,COM,COM-48,https://youtu.be/BYaFv9JDKGg,,,,,,,,,What move are you inspired to make following today's session?,
ENG,English,COM,COM-49,https://youtu.be/qMb6C3RWVW4,,,,,,,,,How will today's revelations influence your actions?,
ENG,English,COM,COM-50,https://youtu.be/JVTw4bm7tcs,,,,,,,,,What commitment will you make after today's learning?,
ENG,English,COM,COM-51,https://youtu.be/_9QmR026PHU,,,,,,,,,"Based on what you learned today, what goal will you set?",
ENG,English,COM,COM-52,https://youtu.be/WHKjSu4FOMQ,,,,,,,,,What initiative will you take as a result of today's insights?,
ENG,English,REL,REL-CAT-1,https://youtu.be/6Yuho58-Phs,,,,,,,,,,
ENG,English,REL,REL-01,https://youtu.be/6Yuho58-Phs,,,,,Why does the role of Jesus as our High Priest uniquely demonstrate God's enduring grace and mercy towards humanity?,How does the mediation role of Jesus highlight the church's role in society?,,,"In response to today's learning, what changes will you implement?",
ENG,English,REL,REL-02,https://youtu.be/BUoGVhoxTpM,,,,,Why is reconciliation a foundational task for the church in society?,What new programs could the church create to facilitate reconciliation within the community?,,,What practical step will you take following today's sphere discovery?,
ENG,English,REL,REL-03,https://youtu.be/TuLlmQjCfTw,,,,,Why is recognizing Jesus as not just a prophet but also as God important in understanding the uniqueness of the Christian faith?,What changes in society might occur if Jesus' teachings were more widely understood and applied?,,,How will today's learning shape your next steps?,
ENG,English,REL,REL-04,https://youtu.be/C6ZARQDOmD0,,,,,Why is fostering an environment of prophecy important for spiritual and communal growth?,In what ways does the gift of prophecy provide a unique contribution to societal wellbeing?,,,What proactive measure are you inspired to take today?,
ENG,English,REL,REL-05,https://youtu.be/gMaHP54jzho,,,,,Why is the intercessory role of Jesus crucial for Christians' understanding of prayer and advocacy?,How can the church’s intercessory prayers lead to transformation within society?,,,"After today's insights, what is your action plan?",
ENG,English,REL,REL-06,https://youtu.be/rSnQia062zY,,,,,Why does the concept of intercession challenge secular views on fate and destiny?,How can the church equip its members to act as intercessors in their personal and professional lives?,,,What will you start doing differently based on today's lessons?,
ENG,English,REL,REL-CAT-2,https://youtu.be/ATzYrXt6xT4,,,,,,,,,,
ENG,English,REL,REL-07,https://youtu.be/V5ciZiaNvwg,,,,,Why does the new covenant of inner transformation and knowing God redefine the role of the church in society?,What are the broader societal implications of a community living out the principles of the new covenant?,,,What decision are you inspired to make following today's information?,
ENG,English,REL,REL-08,https://youtu.be/WBnLCoojL_A,,,,,Why does Abraham's test of faith challenge conventional understandings of sacrifice and obedience?,How does faith in God's character as a life-giver impact an individual’s life choices and priorities?,,,"In light of what you've learned, what approach will you adopt?",
ENG,English,REL,REL-09,https://youtu.be/fOI91egfaGg,,,,,Why does the worship of idols lead to societal and personal downfall?,What role does the church have in addressing modern forms of idolatry?,,,How will you turn today's knowledge into tangible actions?,
ENG,English,REL,REL-10,https://youtu.be/44V1zFEZqSs,,,,,Why are compassion and holiness key to the church's effectiveness in society?,In what ways does the concept of genuine religion challenge believers to actively engage with social issues and uphold moral standards?,,,What changes are you compelled to make after today's session?,
ENG,English,REL,REL-11,https://youtu.be/KFFqMTyrH-8,,,,,Why is addressing injustice integral to the biblical concept of true religion and faithful living?,In what ways does the passage challenge believers to move beyond religious rituals and engage in tangible acts of social justice and compassion?,,,"After absorbing today's information, what will you endeavor to do?",
ENG,English,REL,REL-12,https://youtu.be/VclV4n5P3zI,,,,,Why does Moses' intercession illustrate the balance between divine justice and mercy?,What does successful church-led intercession and advocacy look like in modern societal contexts?,,,How will today's discoveries fuel your actions?,
ENG,English,REL,REL-13,https://youtu.be/OOVRPKXv2PQ,,,,,Why is the heart considered the true measure of character in biblical terms?,How could societal standards of success and worth shift if inner character were prioritized?,,,In what way will you turn today's learning into practical steps?,
ENG,English,REL,REL-14,https://youtu.be/Pcv9ECmy5sI,,,,,Why is the emphasis on obedience and inner transformation crucial for the church's integrity and impact on society?,What practical ways could the church encourage deeper personal transformation among its members?,,,"Based on today's insights, what will you pledge to do?",
ENG,English,REL,REL-15,https://youtu.be/djeH4X1W2rc,,,,,How does the church embody both doing justice and loving mercy challenge secular and religious worldviews? ,What are practical and callaborative ways the church can demonstrate God's desire for mercy over justice?,,,How are you planning to respond to today's lessons in action?,
ENG,English,REL,REL-16,https://youtu.be/dDPvrCqlKZQ,,,,,Why is the call to follow Jesus transformative for individuals and society?,"How can the church continually guide its community in understanding and practicing Jesus' call to repent, believe, and follow?",,,What is your next step after today's educational journey?,
ENG,English,REL,REL-17,https://youtu.be/fNGLNuLBbY4,,,,,Why is the concept of walking in the light foundational in maintaining a healthy relationship with God?,"What are the potential societal benefits when a community practices a culture of confession, forgiveness, and openness?",,,How will you activate the knowledge gained today?,
ENG,English,REL,REL-CAT3,https://youtu.be/TN1TQcn0Z1w,,,,,,,,,,
ENG,English,REL,REL-18,https://youtu.be/7UCtjcwFkdM,,,,,Why is it important for the church to understand and communicate God's way of reconciliation to society?,What is the impact on society when individuals experience God’s salvation?,,,"In light of today's findings, what practical change will you make?",
ENG,English,REL,REL-19,https://youtu.be/9_FJ9-0q6rI,,,,,Why does the story of Job challenge us to examine our motives for following God?,What impact would there be on society if people's motive to serve was love rather than personal gain?,,,How will you bring today's lessons to life in your actions?,
ENG,English,REL,REL-20,https://youtu.be/lWh2OUVB8ZA,,,,,Why does personal revelation of God lead to transformation?,How does corperate revelation of God lead to societal transformation?,,,What new habit will you start as a result of today's knowledge?,
ENG,English,REL,REL-21,https://youtu.be/Q4hBAg8CtH0,,,,,Why is it important for the church to communicate God’s desires for society to listen and follow Him?,How does this passage challenge believers to respond to God's longing for obedience and fellowship?,,,"After today's revelations, what will you commit to changing?",
ENG,English,REL,REL-22,https://youtu.be/lf2XbTLOLKw,,,,,Why is the clear presentation of repentance and forgiveness crucial for the church’s role in societal transformation?,How should the responsibility of proclaiming the message of forgiveness through repentance to all nations compel believers to engage in evangelism and outreach?,,,What personal goal will you set based on today's learning?,
ENG,English,REL,REL-CAT-4,https://youtu.be/_D4cGpBc9S0,,,,,,,,,,
ENG,English,REL,REL-23,https://youtu.be/FIRwCilDSPc,,,,,Why is it important for the whole church to be invovled in spreading the good news to the whole world?,In what ways can your community reflect both the worship (vertical) and evangelism (horizontal) aspects of God’s glory?,,,What will you do today to reflect the insights gained?,
ENG,English,REL,REL-24,https://youtu.be/WVahek7FFrA,,,,,Why is building diverse teams valuable in addressing a global holistic approach to evangelism and discipleship?,What can your ministry learn from Paul’s value of unity and diversity?,,,How do you plan to implement today's lessons in your daily life?,
ENG,English,REL,REL-25,https://youtu.be/9vp0YRN1Zss,,,,,Why is Paul's vision of presenting everyone mature in Christ an important goal for the church's impact on society?,How can you apply Paul’s principles of ministry to reach individuals in your sphere of influence?,,,What strategy will you develop from today's learning?,
ENG,English,REL,REL-26,https://youtu.be/xNo_1l9XRog,,,,,Why were the Levites specifically called to serve and protect the Tabernacle?,How can the principles of Levitical service be applied in modern contexts of church ministry?,,,How will the knowledge acquired today shape your actions tomorrow?,
ENG,English,REL,REL-27,https://youtu.be/RI7dMJ33Dbg,,,,,Why is the collaboration of both expressions of the church significant in deciding important matters of faith and practice today?,In what ways can the church continue to ensure that its practices are inclusive yet faithful to Scripture?,,,What direct action are you inspired to take from today's content?,
ENG,English,REL,REL-CAT-5,https://youtu.be/xAdQRkVCjmU,,,,,,,,,,
ENG,English,REL,REL-28,https://youtu.be/MVgnPFcR_dk,,,,,Why is it crucial for religious leaders to ask the right questions of God and walk in close intimacy with him?,"What ways can the church integrate God's specific ""what"" and ""how"" commands into its daily operations and ministry?",,,"After today's learning, what will you pledge to improve?",
ENG,English,REL,REL-29,https://youtu.be/zjozJB2p7S0,,,,,Why do the five-fold gifts contribute differently to the church’s mission in society?,In what ways can church leaders serve and equip God's people for their calling in the spheres.,,,How will you act on the insights you've gained today?,
ENG,English,REL,REL-30,https://youtu.be/nAU_5m7e_pE,,,,,Why are the qualifications for church leadership in Titus still crucial for those called to serve in the religious sphere today?,What changes might occur in society's acceptance of religion if all church leaders exemplified these biblical qualifications?,,,What steps will you take to incorporate today's wisdom into your life?,
ENG,English,REL,REL-31,https://youtu.be/mqmAhUm_OmM,,,,,Why are these disciplines essential for leaders facing the challenges of modern society and secular pressures?,In what ways could we better train and support church leaders with needed skills in their personal and spiritual life?,,,In what way will today's knowledge prompt you to action?,
ENG,English,REL,REL-32,https://youtu.be/A-KAwIyjTUs,,,,,Why does this strategy uniquely empower individuals for effective societal engagement and transformation?,In what ways can the church balance spiritual nourishment and active service to reflect a holistic approach to ministry?,,,What are you inspired to achieve after today's session?,
ENG,English,REL,REL-33,https://youtu.be/EapSEpJWX0M,,,,,Why are mobile teams an effective strategy for spreading God’s Word to all of society?,How might church members be equipped and sent out in teams to address specific community needs?,,,How will today's information guide your future decisions?,
ENG,English,REL,REL-34,https://youtu.be/wlmY8G_Fniw,,,,,Why is prophetic insight important in both the church and society?,What principles can modern-day church leaders draw from Samuel's example in addressing issues within their congregations?,,,What transformative action will you undertake following today's insights?,
ENG,English,REL,REL-35,https://youtu.be/XQWxUOgIUjo,,,,,Why is spiritual warfare the responsibility of every believer?,What practical strategies can be implemented within the local church to foster a culture of prayer and reliance on God's power?,,,"Based on today's session, what constructive change will you initiate?",
ENG,English,REL,REL-CAT-6,https://youtu.be/EXBOcSLRu6E,https://youtu.be/obC1DpIiS7I,,,,,,,,,
ENG,English,REL,REL-36,https://youtu.be/obC1DpIiS7I,https://youtu.be/ZaYt9wYZJ-I,,,,Why does the church need to cultivate an environment where God’s presence is continually sought and recognized?,In what ways should the awareness of God's presence impact believers' daily lives and interactions within their communities?,,,How will this lesson shape your personal growth?,
ENG,English,REL,REL-37,https://youtu.be/ZaYt9wYZJ-I,Religion #37 Intro Final - YouTube,,,,"How can the church demonstrate the reality of ""Emmanuel"" to a world in need of God’s presence?","In what ways does Jesus' role as a savior, continually distancing humanity from sin, affect believers' daily lives and their relationship with Him?",,,How can this lesson positively impact others through you?,
ENG,English,REL,REL-38,https://youtu.be/4PUkaeBnp_U,,,,,"Why was Jesus' emphasis on His role as a servant and ransom for others, different to what his followers expected?","What practical ways can believers imitate Jesus' model of leadership in their lives, relationships, and spheres of influence?",,,How will you adjust your mindset and beliefs based on this?,
ENG,English,REL,REL-39,https://youtu.be/-WM5v8a2dPk,,,,,Why is the promise of Jesus’ presence in small gatherings vital for church life and fellowship?,In what ways can groups of believers impact their local communities when they gather in Jesus’ name?,,,What step will you take today based on your new insights?,
ENG,English,REL,REL-CAT-7,https://youtu.be/dJ939mJJzi0,https://youtu.be/dJ939mJJzi0,,,,,,,,,
ENG,English,REL,REL-40,https://youtu.be/H_4l2gyV5v8,,,,,Why should being imitators of God lead to society reformation?,What does being set apart look like in each of the spheres of society? ,,,What change are you motivated to make after today's discoveries?,
ENG,English,REL,REL-41,https://youtu.be/TsHiW1aB5TY,,,,,Why is continual submission to the Holy Spirit important for spiritual growth and maturity?,Pick one fruit of the spirit and discuss its impact in each of the seven spheres of society.,,,What will be your first action after learning this?,
ENG,English,REL,REL-42,https://youtu.be/N0XqlXs5UHA,,,,,Why is it important for believers to actively share and demonstrate the excellencies of God in their personal and public life?,How does the church's proclamation of God's excellencies inspire its members towards greater faithfulness and witness?,,,How has today's information inspired you to act?,
ENG,English,REL,REL-43,https://youtu.be/-4rUcdasLHA,,,,,Why is forgivness instead of revenge considered an important Christian response to personal suffering and injustice?,What does it look like for individuals to more closely imitate Jesus' response to suffering in their personal and professional lives?,,,"In light of today's lessons, what will you do differently?",
ENG,English,REL,REL-CAT-8,https://youtu.be/DyuitmvCcWU,https://youtu.be/DyuitmvCcWU,,,,,,,,,
ENG,English,REL,REL-44,https://youtu.be/YSYAFZlcpmk,,,,,Why should religious leaders be involved in health-related discussions within the community?,In what ways can the church serve as a bridge between spiritual and physical well-being in society?,,,How will today's revelations influence your actions?,
ENG,English,REL,REL-45,https://youtu.be/n_PmbKNfEtU,,,,,Why is the ministry of healing still significant for the church's overall mission in society?,What collaborative opportunities could exist between the church and local healthcare providers?,,,What commitment will you make after today's learning?,
ENG,English,REL,REL-46,https://youtu.be/MQwfy6P9DYk,,,,,Why is prayer emphasized as an important response to suffering and sickness?,How can the church cultivate a culture of prayer that encourages healing and reconciliation among its members?,,,"Based on what you learned today, what goal will you set?",
ENG,English,REL,REL-CAT-9,https://youtu.be/PN_Tsd8Kwx4,https://youtu.be/PN_Tsd8Kwx4,,,,,,,,,
ENG,English,REL,REL-47,https://youtu.be/7a7dSx3qHvc,,,,,Why does God view the protection of the most defenseless as a fundamental aspect of true religion?,In what ways can believers actively promote and safeguard family values and spiritual principles within their communities?,,,How will you transform today's knowledge into action?,
ENG,English,REL,REL-48,https://youtu.be/Gxf_NN32PnQ,,,,,Why is it crucial for the church to maintain clear boundaries between its spiritual role and economic interests?,What role does faith play in shaping societies attitudes towards money and prosperity?,,,"In response to today's learning, what changes will you implement?",
ENG,English,REL,REL-49,https://youtu.be/Wc2VZtPAjzY,,,,,Why is it important for the church and government to maintain separate roles and responsibilities in society?,In what ways can the sphere of religion help society navigate the relationship between religious convictions and governmental authority?,,,What practical step will you take following today's sphere discovery?,
ENG,English,REL,REL-50,https://youtu.be/A1o3tjlnWuY,,,,,,,,,How will today's learning shape your next steps?,
ENG,English,REL,REL-51,https://youtu.be/wxdbBeM_Zbo,,,,,,,,,What proactive measure are you inspired to take today?,
ENG,English,REL,REL-52,https://youtu.be/d3jiNN4y92Q,,,,,,,,,"After today's insights, what is your action plan?",
ENG,English,FOU,FOU-CAT-1,,Foundational #00 Intro Final,https://youtu.be/sJAC97-MtRk,,,,,,,,
ENG,English,FOU,FOU-01,https://youtu.be/Yx1jMdc1KFg,,,,,,,,,How has today's session propelled you to take action?,
ENG,English,FOU,FOU-02,https://youtu.be/SkCs7TMkstQ,,,,,,,,,What decision are you inspired to make following today's information?,
ENG,English,FOU,FOU-03,https://youtu.be/Eh6jQAZL6cA,,,,,,,,,"In light of what you've learned, what approach will you adopt?",
ENG,English,FOU,FOU-04,https://youtu.be/JehhNZfSdnQ,,,,,,,,,How will you turn today's knowledge into tangible actions?,
ENG,English,FOU,FOU-05,https://youtu.be/iGzN8XlGbaU,,,,,,,,,What changes are you compelled to make after today's session?,
ENG,English,FOU,FOU-06,https://youtu.be/uiL-rqJFxF8,,,,,,,,,"After absorbing today's information, what will you endeavor to do?",
ENG,English,FOU,FOU-07,https://youtu.be/EtmY_5ZgEZE,,,,,,,,,How will today's discoveries fuel your actions?,
ENG,English,FOU,FOU-08,https://youtu.be/UZASmF58txg,,,,,,,,,In what way will you turn today's learning into practical steps?,
ENG,English,FOU,FOU-09,https://youtu.be/vJsyiqqrF2Y,,,,,,,,,"Based on today's insights, what will you pledge to do?",
ENG,English,FOU,FOU-10,https://youtu.be/davBTQCl5Os,,,,,,,,,How are you planning to respond to today's lessons in action?,
ENG,English,FOU,FOU-11,https://youtu.be/b9DfOJ-3vx8,,,,,,,,,What is your next step after today's educational journey?,
ENG,English,FOU,FOU-12,https://youtu.be/lek4rVSN09c,,,,,,,,,How will you activate the knowledge gained today?,
ENG,English,FOU,FOU-CAT-2,https://youtu.be/AH9YNhv-yGE,,,,,,,,,,
ENG,English,FOU,FOU-13,https://youtu.be/COXIJUGac3U,,,,,,,,,"In light of today's findings, what practical change will you make?",
ENG,English,FOU,FOU-14,https://youtu.be/jt_Tfw9VuCk,,,,,,,,,How will you bring today's lessons to life in your actions?,
ENG,English,FOU,FOU-15,https://youtu.be/Dx_LXWgUFio,,,,,,,,,What new habit will you start as a result of today's knowledge?,
ENG,English,FOU,FOU-16,https://youtu.be/p1S6u5T5iGI,,,,,,,,,"After today's revelations, what will you commit to changing?",
ENG,English,FOU,FOU-17,https://youtu.be/rbwa_w8md5Y,,,,,,,,,What personal goal will you set based on today's learning?,
ENG,English,FOU,FOU-18,https://youtu.be/IKFw4Z5sGl8,,,,,,,,,How will today's educational content inspire your future actions?,
ENG,English,FOU,FOU-19,https://youtu.be/vBkWoPMW5Vo,,,,,,,,,What will you do today to reflect the insights gained?,
ENG,English,FOU,FOU-20,https://youtu.be/gMIpZnFTsHI,,,,,,,,,How do you plan to implement today's lessons in your daily life?,
ENG,English,FOU,FOU-21,https://youtu.be/VD_-mC4Z4eE,,,,,,,,,What strategy will you develop from today's learning?,
ENG,English,FOU,FOU-22,https://youtu.be/-v5PxKkdoqw,,,,,,,,,How will the knowledge acquired today shape your actions tomorrow?,
ENG,English,FOU,FOU-23,https://youtu.be/C0leCGrkJ5s,,,,,,,,,What direct action are you inspired to take from today's content?,
ENG,English,FOU,FOU-24,https://youtu.be/Vj-WXsYbRWQ,,,,,,,,,What initiative are you compelled to begin after today's session?,
ENG,English,FOU,FOU-CAT-3,https://youtu.be/56NeYBhoEoU,,,,,,,,,,
ENG,English,FOU,FOU-25,https://youtu.be/96VdigKTdLE,,,,,,,,,How will you act on the insights you've gained today?,
ENG,English,FOU,FOU-26,https://youtu.be/t0IALIQpxNg,,,,,,,,,What steps will you take to incorporate today's wisdom into your life?,
ENG,English,FOU,FOU-27,https://youtu.be/SLsxmyzUCcU,,,,,,,,,In what way will today's knowledge prompt you to action?,
ENG,English,FOU,FOU-28,https://youtu.be/j0-4Q857PBk,,,,,,,,,What are you inspired to achieve after today's session?,
ENG,English,FOU,FOU-29,https://youtu.be/cOsVecIx-EI,,,,,,,,,How will today's information guide your future decisions?,
ENG,English,FOU,FOU-30,https://youtu.be/TTlrxU0BY5A,,,,,,,,,What transformative action will you undertake following today's insights?,
ENG,English,FOU,FOU-31,https://youtu.be/PMNkCo5Oqr8,,,,,,,,,"Based on today's session, what constructive change will you initiate?",
ENG,English,FOU,FOU-32,https://youtu.be/konmUHZwKZE,,,,,,,,,How will the lessons from today spur you into meaningful action?,
ENG,English,FOU,FOU-33,https://youtu.be/KD_bTEYdwY4,,,,,,,,,How will this lesson shape your personal growth?,
ENG,English,FOU,FOU-34,https://youtu.be/_8j8xJwW28w,,,,,,,,,How can this lesson positively impact others through you?,
ENG,English,FOU,FOU-CAT-4,https://youtu.be/zyKkKz22VVs,,,,,,,,,,
ENG,English,FOU,FOU-35,https://youtu.be/9mQZLVe6YK0,,,,,,,,,What step will you take today based on your new insights?,
ENG,English,FOU,FOU-36,https://youtu.be/aorSajxDhKY,,,,,,,,,How will you apply today's knowledge in your life?,
ENG,English,FOU,FOU-37,https://youtu.be/LY_YeU3TGa8,,,,,,,,,What change are you motivated to make after today's discoveries?,
ENG,English,FOU,FOU-38,https://youtu.be/QSG33QnaieA,,,,,,,,,What will be your first action after learning this?,
ENG,English,FOU,FOU-39,https://youtu.be/Ot2_pDcoOVk,,,,,,,,,How has today's information inspired you to act?,
ENG,English,FOU,FOU-40,https://youtu.be/WtZk1r5E_mE,,,,,,,,,"In light of today's lessons, what will you do differently?",
ENG,English,FOU,FOU-41,https://youtu.be/-P2WgDjPdx4,,,,,,,,,What move are you inspired to make following today's session?,
ENG,English,FOU,FOU-42,https://youtu.be/YUyGrEhvBpA,,,,,,,,,How will today's revelations influence your actions?,
ENG,English,FOU,FOU-43,https://youtu.be/enDmV16SFHw,,,,,,,,,What commitment will you make after today's learning?,
ENG,English,FOU,FOU-CAT-5,https://youtu.be/VX0-4KyLqXQ,,,,,,,,,,
ENG,English,FOU,FOU-44,https://youtu.be/hYrpCjw82tw,,,,,,,,,What initiative will you take as a result of today's insights?,
ENG,English,FOU,FOU-45,https://youtu.be/N1pii7C40PY,,,,,,,,,How will you transform today's knowledge into action?,
ENG,English,FOU,FOU-46,https://youtu.be/tASFN0BfiyM,,,,,,,,,"In response to today's learning, what changes will you implement?",
ENG,English,FOU,FOU-47,https://youtu.be/A5e85Req19c,,,,,,,,,What practical step will you take following today's sphere discovery?,
ENG,English,FOU,FOU-48,https://youtu.be/hKPNskfq2hU,,,,,,,,,How will today's learning shape your next steps?,
ENG,English,FOU,FOU-49,https://youtu.be/Fq_FNSKoTsA,,,,,,,,,What proactive measure are you inspired to take today?,
ENG,English,FOU,FOU-50,https://youtu.be/-vhF8D_ew-g,,,,,,,,,"After today's insights, what is your action plan?",
ENG,English,FOU,FOU-51,https://youtu.be/bRUCSlQXoKs,,,,,,,,,What will you start doing differently based on today's lessons?,
ENG,English,FOU,FOU-52,https://youtu.be/n3fSZW3wWfE,,,,,,,,,How has today's session propelled you to take action?,
ENG,English,ECO,ECO-CAT-1,https://youtu.be/IRXKJlT-2tU,Economic Sphere: God and the Sphere of Economics,,,,,,,,,
ENG,English,ECO,ECO-01,https://youtu.be/J9Y3WA4FeTE,#01 God Created Everything,,,,Why is recognizing God as the Creator essential for understanding our role in the economy?,"Given God's character as the Creator, how should we apply economic practices for business and wealth distribution?",,,"In light of what you've learned, what approach will you adopt?",
